row_id,system,task,model,vendor,harness,model_group,outcome
20240918_lingma-agent_lingma-swe-gpt-72b/sympy__sympy-13647,20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-13647,Lingma SWE-GPT 72b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-72b/sympy__sympy-14248,20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-14248,Lingma SWE-GPT 72b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-72b/sympy__sympy-24661,20240918_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-24661,Lingma SWE-GPT 72b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/astropy__astropy-14096,20240918_lingma-agent_lingma-swe-gpt-7b,astropy__astropy-14096,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-11099,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11099,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-11532,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-11532,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-13810,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-13810,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-13933,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-13933,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),1
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-14034,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-14034,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-14238,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-14238,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-15525,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15525,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-15554,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15554,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-15695,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-15695,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/django__django-16145,20240918_lingma-agent_lingma-swe-gpt-7b,django__django-16145,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/matplotlib__matplotlib-23299,20240918_lingma-agent_lingma-swe-gpt-7b,matplotlib__matplotlib-23299,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/pydata__xarray-3305,20240918_lingma-agent_lingma-swe-gpt-7b,pydata__xarray-3305,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/pylint-dev__pylint-6528,20240918_lingma-agent_lingma-swe-gpt-7b,pylint-dev__pylint-6528,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/sphinx-doc__sphinx-10466,20240918_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-10466,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/sphinx-doc__sphinx-9367,20240918_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-9367,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/sphinx-doc__sphinx-9673,20240918_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-9673,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/sympy__sympy-13647,20240918_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-13647,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/sympy__sympy-14248,20240918_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-14248,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240918_lingma-agent_lingma-swe-gpt-7b/sympy__sympy-24661,20240918_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-24661,Lingma SWE-GPT 7b (v0918),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0918),0
20240920_solver/astropy__astropy-14096,20240920_solver,astropy__astropy-14096,,,Solver,unknown:20240920_solver,1
20240920_solver/django__django-11099,20240920_solver,django__django-11099,,,Solver,unknown:20240920_solver,1
20240920_solver/django__django-11532,20240920_solver,django__django-11532,,,Solver,unknown:20240920_solver,0
20240920_solver/django__django-13810,20240920_solver,django__django-13810,,,Solver,unknown:20240920_solver,1
20240920_solver/django__django-13933,20240920_solver,django__django-13933,,,Solver,unknown:20240920_solver,1
20240920_solver/django__django-14034,20240920_solver,django__django-14034,,,Solver,unknown:20240920_solver,0
20240920_solver/django__django-14238,20240920_solver,django__django-14238,,,Solver,unknown:20240920_solver,1
20240920_solver/django__django-15525,20240920_solver,django__django-15525,,,Solver,unknown:20240920_solver,0
20240920_solver/django__django-15554,20240920_solver,django__django-15554,,,Solver,unknown:20240920_solver,0
20240920_solver/django__django-15695,20240920_solver,django__django-15695,,,Solver,unknown:20240920_solver,0
20240920_solver/django__django-16145,20240920_solver,django__django-16145,,,Solver,unknown:20240920_solver,1
20240920_solver/matplotlib__matplotlib-23299,20240920_solver,matplotlib__matplotlib-23299,,,Solver,unknown:20240920_solver,0
20240920_solver/pydata__xarray-3305,20240920_solver,pydata__xarray-3305,,,Solver,unknown:20240920_solver,1
20240920_solver/pylint-dev__pylint-6528,20240920_solver,pylint-dev__pylint-6528,,,Solver,unknown:20240920_solver,1
20240920_solver/sphinx-doc__sphinx-10466,20240920_solver,sphinx-doc__sphinx-10466,,,Solver,unknown:20240920_solver,1
20240920_solver/sphinx-doc__sphinx-9367,20240920_solver,sphinx-doc__sphinx-9367,,,Solver,unknown:20240920_solver,1
20240920_solver/sphinx-doc__sphinx-9673,20240920_solver,sphinx-doc__sphinx-9673,,,Solver,unknown:20240920_solver,0
20240920_solver/sympy__sympy-13647,20240920_solver,sympy__sympy-13647,,,Solver,unknown:20240920_solver,1
20240920_solver/sympy__sympy-14248,20240920_solver,sympy__sympy-14248,,,Solver,unknown:20240920_solver,0
20240920_solver/sympy__sympy-24661,20240920_solver,sympy__sympy-24661,,,Solver,unknown:20240920_solver,1
20240924_solver/astropy__astropy-14096,20240924_solver,astropy__astropy-14096,,,Solver,unknown:20240924_solver,1
20240924_solver/django__django-11099,20240924_solver,django__django-11099,,,Solver,unknown:20240924_solver,1
20240924_solver/django__django-11532,20240924_solver,django__django-11532,,,Solver,unknown:20240924_solver,0
20240924_solver/django__django-13810,20240924_solver,django__django-13810,,,Solver,unknown:20240924_solver,1
20240924_solver/django__django-13933,20240924_solver,django__django-13933,,,Solver,unknown:20240924_solver,1
20240924_solver/django__django-14034,20240924_solver,django__django-14034,,,Solver,unknown:20240924_solver,0
20240924_solver/django__django-14238,20240924_solver,django__django-14238,,,Solver,unknown:20240924_solver,1
20240924_solver/django__django-15525,20240924_solver,django__django-15525,,,Solver,unknown:20240924_solver,0
20240924_solver/django__django-15554,20240924_solver,django__django-15554,,,Solver,unknown:20240924_solver,0
20240924_solver/django__django-15695,20240924_solver,django__django-15695,,,Solver,unknown:20240924_solver,0
20240924_solver/django__django-16145,20240924_solver,django__django-16145,,,Solver,unknown:20240924_solver,1
20240924_solver/matplotlib__matplotlib-23299,20240924_solver,matplotlib__matplotlib-23299,,,Solver,unknown:20240924_solver,0
20240924_solver/pydata__xarray-3305,20240924_solver,pydata__xarray-3305,,,Solver,unknown:20240924_solver,1
20240924_solver/pylint-dev__pylint-6528,20240924_solver,pylint-dev__pylint-6528,,,Solver,unknown:20240924_solver,1
20240924_solver/sphinx-doc__sphinx-10466,20240924_solver,sphinx-doc__sphinx-10466,,,Solver,unknown:20240924_solver,0
20240924_solver/sphinx-doc__sphinx-9367,20240924_solver,sphinx-doc__sphinx-9367,,,Solver,unknown:20240924_solver,1
20240924_solver/sphinx-doc__sphinx-9673,20240924_solver,sphinx-doc__sphinx-9673,,,Solver,unknown:20240924_solver,0
20240924_solver/sympy__sympy-13647,20240924_solver,sympy__sympy-13647,,,Solver,unknown:20240924_solver,1
20240924_solver/sympy__sympy-14248,20240924_solver,sympy__sympy-14248,,,Solver,unknown:20240924_solver,0
20240924_solver/sympy__sympy-24661,20240924_solver,sympy__sympy-24661,,,Solver,unknown:20240924_solver,1
20241001_nfactorial/astropy__astropy-14096,20241001_nfactorial,astropy__astropy-14096,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-11099,20241001_nfactorial,django__django-11099,,,nFactorial,unknown:20241001_nfactorial,1
20241001_nfactorial/django__django-11532,20241001_nfactorial,django__django-11532,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-13810,20241001_nfactorial,django__django-13810,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-13933,20241001_nfactorial,django__django-13933,,,nFactorial,unknown:20241001_nfactorial,1
20241001_nfactorial/django__django-14034,20241001_nfactorial,django__django-14034,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-14238,20241001_nfactorial,django__django-14238,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-15525,20241001_nfactorial,django__django-15525,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-15554,20241001_nfactorial,django__django-15554,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-15695,20241001_nfactorial,django__django-15695,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/django__django-16145,20241001_nfactorial,django__django-16145,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/matplotlib__matplotlib-23299,20241001_nfactorial,matplotlib__matplotlib-23299,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/pydata__xarray-3305,20241001_nfactorial,pydata__xarray-3305,,,nFactorial,unknown:20241001_nfactorial,1
20241001_nfactorial/pylint-dev__pylint-6528,20241001_nfactorial,pylint-dev__pylint-6528,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/sphinx-doc__sphinx-10466,20241001_nfactorial,sphinx-doc__sphinx-10466,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/sphinx-doc__sphinx-9367,20241001_nfactorial,sphinx-doc__sphinx-9367,,,nFactorial,unknown:20241001_nfactorial,1
20241001_nfactorial/sphinx-doc__sphinx-9673,20241001_nfactorial,sphinx-doc__sphinx-9673,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/sympy__sympy-13647,20241001_nfactorial,sympy__sympy-13647,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/sympy__sympy-14248,20241001_nfactorial,sympy__sympy-14248,,,nFactorial,unknown:20241001_nfactorial,0
20241001_nfactorial/sympy__sympy-24661,20241001_nfactorial,sympy__sympy-24661,,,nFactorial,unknown:20241001_nfactorial,0
20241002_lingma-agent_lingma-swe-gpt-72b/astropy__astropy-14096,20241002_lingma-agent_lingma-swe-gpt-72b,astropy__astropy-14096,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-11099,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-11099,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-11532,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-11532,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-13810,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-13810,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-13933,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-13933,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-14034,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-14034,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-14238,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-14238,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-15525,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-15525,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-15554,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-15554,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-15695,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-15695,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/django__django-16145,20241002_lingma-agent_lingma-swe-gpt-72b,django__django-16145,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-72b/matplotlib__matplotlib-23299,20241002_lingma-agent_lingma-swe-gpt-72b,matplotlib__matplotlib-23299,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/pydata__xarray-3305,20241002_lingma-agent_lingma-swe-gpt-72b,pydata__xarray-3305,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/pylint-dev__pylint-6528,20241002_lingma-agent_lingma-swe-gpt-72b,pylint-dev__pylint-6528,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/sphinx-doc__sphinx-10466,20241002_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-10466,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/sphinx-doc__sphinx-9367,20241002_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-9367,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-72b/sphinx-doc__sphinx-9673,20241002_lingma-agent_lingma-swe-gpt-72b,sphinx-doc__sphinx-9673,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/sympy__sympy-13647,20241002_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-13647,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/sympy__sympy-14248,20241002_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-14248,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-72b/sympy__sympy-24661,20241002_lingma-agent_lingma-swe-gpt-72b,sympy__sympy-24661,Lingma SWE-GPT 72b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 72b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/astropy__astropy-14096,20241002_lingma-agent_lingma-swe-gpt-7b,astropy__astropy-14096,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-11099,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-11099,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-11532,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-11532,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-13933,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-13933,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-14034,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-14034,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-14238,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-14238,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-15525,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-15525,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-15554,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-15554,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-15695,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-15695,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/django__django-16145,20241002_lingma-agent_lingma-swe-gpt-7b,django__django-16145,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-7b/matplotlib__matplotlib-23299,20241002_lingma-agent_lingma-swe-gpt-7b,matplotlib__matplotlib-23299,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/pydata__xarray-3305,20241002_lingma-agent_lingma-swe-gpt-7b,pydata__xarray-3305,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/pylint-dev__pylint-6528,20241002_lingma-agent_lingma-swe-gpt-7b,pylint-dev__pylint-6528,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/sphinx-doc__sphinx-10466,20241002_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-10466,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-7b/sphinx-doc__sphinx-9367,20241002_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-9367,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),1
20241002_lingma-agent_lingma-swe-gpt-7b/sphinx-doc__sphinx-9673,20241002_lingma-agent_lingma-swe-gpt-7b,sphinx-doc__sphinx-9673,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/sympy__sympy-13647,20241002_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-13647,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/sympy__sympy-14248,20241002_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-14248,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241002_lingma-agent_lingma-swe-gpt-7b/sympy__sympy-24661,20241002_lingma-agent_lingma-swe-gpt-7b,sympy__sympy-24661,Lingma SWE-GPT 7b (v0925),OpenAI,Lingma Agent,Lingma SWE-GPT 7b (v0925),0
20241016_composio_swekit/astropy__astropy-14096,20241016_composio_swekit,astropy__astropy-14096,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,1
20241016_composio_swekit/django__django-11099,20241016_composio_swekit,django__django-11099,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,1
20241016_composio_swekit/django__django-11532,20241016_composio_swekit,django__django-11532,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,0
20241016_composio_swekit/django__django-13810,20241016_composio_swekit,django__django-13810,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,1
20241016_composio_swekit/django__django-13933,20241016_composio_swekit,django__django-13933,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,1
20241016_composio_swekit/django__django-14034,20241016_composio_swekit,django__django-14034,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,0
20241016_composio_swekit/django__django-14238,20241016_composio_swekit,django__django-14238,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,1
20241016_composio_swekit/django__django-15525,20241016_composio_swekit,django__django-15525,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,0
20241016_composio_swekit/django__django-15554,20241016_composio_swekit,django__django-15554,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,0
20241016_composio_swekit/django__django-15695,20241016_composio_swekit,django__django-15695,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,0
20241016_composio_swekit/django__django-16145,20241016_composio_swekit,django__django-16145,Claude 3.5 Sonnet,Anthropic,Composio SWEkit,Claude 3.5 Sonnet,0
